career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
14,339,15,404,28,23,,108,Manjeet Chhillar,81.08,69,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",563,563,5.21,35,,2.07,189,719,0,,0,,31.15,179,324,3.0,2,5,15,,54.58,621,,339,224,339,297,136,4
14,27,6,72,2,2,,16,Sandeep Narwal,80.45,142,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",119,119,7.43,9,,5.75,83,174,0,,1,"Pro Kabaddi League Season 1, 2014",52.87,68,21,1.31,1,8,6,,65.85,41,,27,92,27,20,34,0
11,37,3,83,3,2,,16,Sandeep Narwal,81.5,142,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",83,83,5.18,5,,2.87,41,146,0,,2,"Pro Kabaddi League Season 2, 2015",31.5,36,34,2.12,0,1,3,,52.11,71,,37,46,37,37,27,0
11,55,2,46,1,6,,14,Sandeep Narwal,98.18,142,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",64,64,4.57,1,,0.64,8,55,0,,3,"Pro Kabaddi League Season 3, 2016",16.36,8,53,3.78,0,0,2,,57.89,95,,55,9,55,42,1,0
7,42,2,59,4,3,,16,Sandeep Narwal,89.77,142,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",66,66,4.12,4,,1.5,20,88,0,,4,"Pro Kabaddi League Season 4, 2016",27.27,20,40,2.5,0,0,2,,50.6,83,,42,24,42,43,9,2
9,52,3,80,6,1,,21,Sandeep Narwal,93.16,142,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",85,85,4.04,2,,1.57,31,117,0,,8,"Pro Kabaddi League Season 5, 2017",28.2,29,49,2.33,0,1,3,,50.98,102,,52,33,52,53,8,2
7,41,7,59,9,1,,18,Sandeep Narwal,87.2,142,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",66,66,3.66,10,,1.38,15,86,0,,26,"Pro Kabaddi League Season 6, 2018",29.06,16,34,1.88,0,1,7,,50.61,81,,41,25,41,47,11,1
6,42,5,32,4,1,,18,Sandeep Narwal,83.01,142,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",58,58,3.22,5,,0.88,11,53,0,,49,"Pro Kabaddi League Season 7, 2019",30.18,12,37,2.05,0,0,5,,58.33,72,,42,16,42,35,9,0
14,296,28,431,29,16,,119,Sandeep Narwal,86.23,142,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",541,541,4.54,36,,2.05,209,719,0,,0,,34.07,189,268,2.25,1,11,28,,54.31,545,,296,245,296,277,99,5
12,7,1,99,1,0,,15,Jasvir Singh,82.35,52,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",113,113,7.53,21,,7.06,85,221,0,,1,"Pro Kabaddi League Season 1, 2014",47.96,83,6,0.4,2,2,1,,38.88,18,,7,106,7,12,39,0
9,10,2,104,4,0,,13,Jasvir Singh,78.39,52,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",74,74,5.69,4,,4.92,60,199,0,,2,"Pro Kabaddi League Season 2, 2015",32.16,52,8,0.61,0,0,2,,55.55,18,,10,64,10,10,43,0
11,0,0,26,0,0,,4,Jasvir Singh,80.39,52,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",25,25,6.25,4,,6.25,21,51,0,,3,"Pro Kabaddi League Season 3, 2016",49.01,15,0,0.0,1,2,0,,0.0,2,,0,25,0,2,10,0
13,6,2,115,5,0,,14,Jasvir Singh,79.91,52,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",88,88,6.28,13,,5.85,69,224,0,,4,"Pro Kabaddi League Season 4, 2016",36.6,64,4,0.28,2,0,2,,42.85,14,,6,82,6,10,45,1
10,5,2,111,6,0,,15,Jasvir Singh,76.19,52,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",66,66,4.4,4,,4.06,57,210,0,,8,"Pro Kabaddi League Season 5, 2017",29.04,49,3,0.2,2,3,2,,33.33,15,,5,61,5,12,50,1
8,4,0,56,2,0,,16,Jasvir Singh,75.21,52,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",46,46,2.87,11,,2.62,31,117,0,,26,"Pro Kabaddi League Season 6, 2018",35.89,32,4,0.25,0,0,0,,20.0,20,,4,42,4,16,29,0
13,32,7,511,18,0,,77,Jasvir Singh,78.86,52,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",412,412,5.35,57,,4.93,323,1022,0,,0,,37.18,295,25,0.32,7,7,7,,36.78,87,,32,380,32,62,216,2
16,7,2,51,0,0,,12,Wazir Singh,75.97,124,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",111,111,9.25,28,,8.66,76,179,0,,1,"Pro Kabaddi League Season 1, 2014",58.1,85,5,0.41,4,2,2,,46.66,15,,7,104,7,10,43,1
13,2,0,70,4,0,,11,Wazir Singh,76.62,124,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",67,67,6.09,10,,5.9,55,154,0,,2,"Pro Kabaddi League Season 2, 2015",42.2,48,2,0.18,2,2,0,,22.22,9,,2,65,2,7,36,1
0,0,0,4,0,0,,1,Wazir Singh,100.0,124,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",0,0,0.0,0,,0.0,0,4,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,0,0,0,,0.0,1,,0,0,0,1,0,0
14,13,2,143,5,0,,21,Wazir Singh,84.5,124,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",120,120,5.71,19,,5.09,88,271,0,,8,"Pro Kabaddi League Season 5, 2017",39.48,86,11,0.52,3,3,2,,48.14,27,,13,107,13,16,42,0
2,0,0,5,0,0,,2,Wazir Singh,70.0,124,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",2,2,1.0,1,,1.0,1,10,0,,26,"Pro Kabaddi League Season 6, 2018",20.0,2,0,0.0,0,0,0,,0.0,2,,0,2,0,2,3,0
16,22,4,273,9,0,,47,Wazir Singh,79.93,124,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",300,300,6.38,58,,5.91,220,618,0,,0,,44.98,221,18,0.38,9,7,4,,40.74,54,,22,278,22,36,124,2
15,0,0,91,0,,,16,Ravi Dalal,78.16,92,0,,111,111,6.93,27,,6.93,84,229,0,,1,"Pro Kabaddi League Season 1, 2014",37.99,87,0,0.0,,4,0,,0.0,15,,0,111,0,15,50,0
10,3,0,65,1,,,11,Ravi Dalal,79.84,92,0,,47,47,4.27,12,,4.0,32,129,0,,2,"Pro Kabaddi League Season 2, 2015",29.45,38,3,0.27,,1,0,,25.0,12,,3,44,3,9,26,0
6,0,0,30,0,,,6,Ravi Dalal,79.16,92,0,,13,13,2.16,6,,2.16,7,48,0,,4,"Pro Kabaddi League Season 4, 2016",16.66,8,0,0.0,,1,0,,0.0,3,,0,13,0,3,10,0
5,3,0,21,0,,,5,Ravi Dalal,85.71,92,0,,8,8,1.6,3,,1.0,2,28,0,,8,"Pro Kabaddi League Season 5, 2017",10.71,3,3,0.6,,0,0,,42.85,7,,3,5,3,4,4,0
15,6,0,207,1,,,38,Ravi Dalal,79.26,92,0,,179,179,4.71,48,,4.55,125,434,0,,0,,31.33,136,6,0.15,,6,0,,16.21,37,,6,173,6,31,90,0
20,6,2,66,1,,,12,Nitin Madane,79.55,75,0,,107,107,8.91,27,,8.41,74,181,0,,1,"Pro Kabaddi League Season 1, 2014",55.8,78,4,0.33,,3,2,,27.27,22,,6,101,6,18,37,0
12,2,1,91,0,,,13,Nitin Madane,87.58,75,0,,53,53,4.07,10,,3.92,41,153,0,,4,"Pro Kabaddi League Season 4, 2016",33.33,43,1,0.07,,1,1,,14.28,14,,2,51,2,13,19,0
3,0,0,24,0,,,12,Nitin Madane,68.62,75,0,,13,13,1.08,5,,1.08,8,51,0,,8,"Pro Kabaddi League Season 5, 2017",25.49,11,0,0.0,,0,0,,0.0,6,,0,13,0,6,16,0
20,8,3,181,1,,,37,Nitin Madane,81.29,75,0,,173,173,4.67,42,,4.45,123,385,0,,0,,42.85,132,5,0.13,,4,3,,19.04,42,,8,165,8,37,72,0
16,11,0,65,1,0,,12,Rakesh Kumar,83.92,88,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",99,99,8.25,19,,7.33,69,168,0,,1,"Pro Kabaddi League Season 1, 2014",52.38,76,11,0.91,2,0,0,,34.37,32,,11,88,11,21,27,0
8,3,0,34,0,0,,4,Rakesh Kumar,83.63,88,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",17,17,4.25,1,,3.5,13,55,0,,2,"Pro Kabaddi League Season 2, 2015",25.45,12,3,0.75,0,0,0,,50.0,6,,3,14,3,3,9,0
7,18,2,85,3,1,,15,Rakesh Kumar,85.07,88,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",51,51,3.4,5,,2.2,28,134,0,,3,"Pro Kabaddi League Season 3, 2016",24.62,29,16,1.06,0,0,2,,54.54,33,,18,33,18,17,20,0
12,26,3,41,1,0,,14,Rakesh Kumar,87.09,88,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",70,70,5.0,11,,3.14,33,93,0,,4,"Pro Kabaddi League Season 4, 2016",47.31,40,23,1.64,1,1,3,,55.31,47,,26,44,26,24,12,0
6,16,1,33,2,0,,10,Rakesh Kumar,93.02,88,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",23,23,2.3,2,,0.7,5,43,0,,8,"Pro Kabaddi League Season 5, 2017",16.27,7,15,1.5,0,0,1,,48.48,33,,16,7,16,18,3,0
0,0,0,0,0,0,0,0,Rakesh Kumar,0.0,88,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0,0.0,0,0,0,0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16,74,6,258,7,1,,55,Rakesh Kumar,85.59,88,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",260,260,4.72,38,,3.38,148,493,0,,0,,37.72,164,68,1.23,3,1,6,,49.0,151,,74,186,74,83,71,0
12,26,1,59,2,2,,16,Rajesh Narwal,81.37,86,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",98,98,6.12,10,,4.5,62,145,0,,1,"Pro Kabaddi League Season 1, 2014",49.65,59,25,1.56,0,3,1,,50.98,51,,26,72,26,26,27,0
19,18,2,56,3,0,,14,Rajesh Narwal,77.46,86,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",87,87,6.21,14,,4.92,55,142,0,,2,"Pro Kabaddi League Season 2, 2015",48.59,54,16,1.14,2,3,2,,47.36,38,,18,69,18,22,32,0
11,21,3,111,1,1,,14,Rajesh Narwal,79.79,86,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",80,80,5.71,10,,4.21,49,198,0,,3,"Pro Kabaddi League Season 3, 2016",29.79,47,18,1.28,1,2,3,,53.84,39,,21,59,21,21,40,0
16,19,1,66,2,0,,16,Rajesh Narwal,80.27,86,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",85,85,5.31,11,,4.12,55,147,0,,4,"Pro Kabaddi League Season 4, 2016",44.89,52,18,1.12,1,3,1,,35.84,53,,19,66,19,35,29,0
5,16,1,61,5,0,,16,Rajesh Narwal,85.0,86,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",27,27,1.68,6,,0.68,5,80,0,,8,"Pro Kabaddi League Season 5, 2017",13.75,7,15,0.93,0,1,1,,27.58,58,,16,11,16,43,12,1
5,13,0,11,0,0,,16,Rajesh Narwal,80.0,86,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",20,20,1.25,4,,0.43,3,20,0,,26,"Pro Kabaddi League Season 6, 2018",35.0,5,13,0.81,0,0,0,,26.0,50,,13,7,13,37,4,0
19,113,8,364,13,3,,92,Rajesh Narwal,80.32,86,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",397,397,4.31,55,,3.08,229,732,0,,0,,38.79,224,105,1.14,4,12,8,,39.1,289,,113,284,113,184,144,1
18,2,0,44,0,0,,14,Deepak Niwas Hooda,78.37,41,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",89,89,6.35,14,,6.21,73,148,0,,1,"Pro Kabaddi League Season 1, 2014",58.78,72,2,0.14,3,3,0,,9.09,22,,2,87,2,20,32,0
14,36,4,72,1,3,,15,Deepak Niwas Hooda,82.35,41,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",96,96,6.4,10,,4.0,50,153,0,,2,"Pro Kabaddi League Season 2, 2015",39.21,54,32,2.13,1,1,4,,59.01,61,,36,60,36,29,27,0
13,7,0,67,0,0,,12,Deepak Niwas Hooda,82.16,41,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",76,76,6.33,4,,5.75,65,157,0,,3,"Pro Kabaddi League Season 3, 2016",43.94,62,7,0.58,1,0,0,,33.33,21,,7,69,7,14,28,0
17,4,0,130,0,0,,16,Deepak Niwas Hooda,85.92,41,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",130,130,8.12,14,,7.87,112,277,0,,4,"Pro Kabaddi League Season 4, 2016",45.48,108,4,0.25,2,2,0,,14.28,28,,4,126,4,24,39,0
17,14,1,157,1,0,,24,Deepak Niwas Hooda,78.88,41,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",186,186,7.75,26,,7.16,146,360,0,,8,"Pro Kabaddi League Season 5, 2017",47.77,127,13,0.54,7,8,1,,41.17,34,,14,172,14,21,76,0
20,12,1,132,4,1,,22,Deepak Niwas Hooda,80.32,41,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",208,208,9.45,47,,8.9,149,366,0,,26,"Pro Kabaddi League Season 6, 2018",53.55,162,11,0.5,10,4,1,,31.57,38,,12,196,12,27,72,0
14,12,2,133,0,0,,20,Deepak Niwas Hooda,80.92,41,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",158,158,7.9,26,,7.3,120,304,0,,49,"Pro Kabaddi League Season 7, 2019",48.02,113,10,0.5,7,2,2,,44.44,27,,12,146,12,17,58,0
20,87,8,735,6,4,,123,Deepak Niwas Hooda,81.18,41,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}, {'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}, {'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}, {'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",943,943,7.66,141,,6.95,715,1765,0,,0,,48.49,698,79,0.64,31,20,8,,37.66,231,,87,856,87,152,332,0
9,4,0,46,0,0,,14,Sukesh Hegde,81.53,111,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",83,83,5.92,8,,5.64,71,130,0,,1,"Pro Kabaddi League Season 1, 2014",60.76,60,4,0.28,0,3,0,,19.04,21,,4,79,4,17,24,0
9,2,0,67,0,0,,13,Sukesh Hegde,83.45,111,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",64,64,4.92,11,,4.76,51,133,0,,2,"Pro Kabaddi League Season 2, 2015",46.61,44,2,0.15,0,5,0,,15.38,13,,2,62,2,11,22,0
